Puzzle ID,Initial State,Strategy,Solved,Depth,Expanded Nodes,Max Fringe Size,Execution Time
1095,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",BFS,True,4,54,87,0.0010001659393310547
1095,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",DFS,True,26,2358053,60,38.35506224632263
1095,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",UCS,True,4,54,87,0.0021436214447021484
1095,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",A* (Manhattan Distance),True,4,5,11,0.0
1096,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 9, 11, 12, 13, 10, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1096,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 9, 11, 12, 13, 10, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1096,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 9, 11, 12, 13, 10, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1096,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 9, 11, 12, 13, 10, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1097,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,2,6,9,0.0
1097,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,30,854113,60,15.97258710861206
1097,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,2,6,9,0.0
1097,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,2,3,4,0.0
1098,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
1098,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
1098,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
1098,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1099,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 13, 10, 14, 0]",BFS,True,6,146,239,0.0020012855529785156
1099,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 13, 10, 14, 0]",DFS,False,N/A,1155547,56,19.033608198165894
1099,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 13, 10, 14, 0]",UCS,True,6,146,239,0.008523702621459961
1099,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 13, 10, 14, 0]",A* (Manhattan Distance),True,6,7,13,0.0
1100,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 8, 12, 13, 14, 15, 0]",BFS,True,6,129,210,0.0023353099822998047
1100,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 8, 12, 13, 14, 15, 0]",DFS,False,N/A,1155547,56,18.98901915550232
1100,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 8, 12, 13, 14, 15, 0]",UCS,True,6,129,210,0.007103443145751953
1100,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 8, 12, 13, 14, 15, 0]",A* (Manhattan Distance),True,6,7,12,0.0009005069732666016
1101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",BFS,True,2,10,19,0.0
1101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",DFS,True,2,3,4,0.0
1101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",UCS,True,2,10,19,0.0010111331939697266
1101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",A* (Manhattan Distance),True,2,3,4,0.0
1102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1103,"[0, 2, 3, 4, 1, 5, 6, 8, 9, 10, 7, 12, 13, 14, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1103,"[0, 2, 3, 4, 1, 5, 6, 8, 9, 10, 7, 12, 13, 14, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1103,"[0, 2, 3, 4, 1, 5, 6, 8, 9, 10, 7, 12, 13, 14, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1103,"[0, 2, 3, 4, 1, 5, 6, 8, 9, 10, 7, 12, 13, 14, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1104,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 11, 15, 0]",BFS,True,6,195,308,0.0052111148834228516
1104,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 11, 15, 0]",DFS,False,N/A,1155547,56,19.624163389205933
1104,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 11, 15, 0]",UCS,True,6,195,308,0.01425790786743164
1104,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 11, 15, 0]",A* (Manhattan Distance),True,6,8,14,0.0010559558868408203
1105,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
1105,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
1105,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
1105,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 10, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1106,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 15, 0, 8, 13, 10, 14, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
1106,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 15, 0, 8, 13, 10, 14, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
1106,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 15, 0, 8, 13, 10, 14, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
1106,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 15, 0, 8, 13, 10, 14, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1107,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",BFS,False,0,1,1,0.0
1107,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",DFS,False,0,1,1,0.0
1107,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",UCS,False,0,1,1,0.0
1107,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",A* (Manhattan Distance),False,0,1,0,0.0
1108,"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 10, 12, 13, 14, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1108,"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 10, 12, 13, 14, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1108,"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 10, 12, 13, 14, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1108,"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 10, 12, 13, 14, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1109,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 12, 8, 13, 14, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1109,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 12, 8, 13, 14, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1109,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 12, 8, 13, 14, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1109,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 12, 8, 13, 14, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1110,"[1, 2, 4, 7, 5, 0, 6, 3, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,8,1409,2267,0.04424786567687988
1110,"[1, 2, 4, 7, 5, 0, 6, 3, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,False,N/A,3302252,60,53.12490749359131
1110,"[1, 2, 4, 7, 5, 0, 6, 3, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,8,1409,2267,0.7003257274627686
1110,"[1, 2, 4, 7, 5, 0, 6, 3, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,8,9,18,0.0
1111,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 12, 8, 13, 14, 11, 15]",BFS,True,6,324,546,0.0050389766693115234
1111,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 12, 8, 13, 14, 11, 15]",DFS,True,6,577407,60,9.731669664382935
1111,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 12, 8, 13, 14, 11, 15]",UCS,True,6,324,546,0.05429434776306152
1111,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 12, 8, 13, 14, 11, 15]",A* (Manhattan Distance),True,6,7,15,0.0
1112,"[1, 2, 3, 4, 5, 10, 6, 8, 0, 9, 7, 12, 13, 14, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1112,"[1, 2, 3, 4, 5, 10, 6, 8, 0, 9, 7, 12, 13, 14, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1112,"[1, 2, 3, 4, 5, 10, 6, 8, 0, 9, 7, 12, 13, 14, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1112,"[1, 2, 3, 4, 5, 10, 6, 8, 0, 9, 7, 12, 13, 14, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1113,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",BFS,True,4,54,87,0.0010023117065429688
1113,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",DFS,True,26,2358053,60,49.213544607162476
1113,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",UCS,True,4,54,87,0.0029997825622558594
1113,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",A* (Manhattan Distance),True,4,5,11,0.0
1114,"[1, 3, 7, 4, 5, 2, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",BFS,True,8,834,1370,0.02659130096435547
1114,"[1, 3, 7, 4, 5, 2, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",DFS,True,30,2111813,60,42.696329832077026
1114,"[1, 3, 7, 4, 5, 2, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",UCS,True,8,834,1370,0.2703416347503662
1114,"[1, 3, 7, 4, 5, 2, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",A* (Manhattan Distance),True,8,9,19,0.0010008811950683594
1115,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,4,72,114,0.0020055770874023438
1115,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,26,462622,60,9.247077465057373
1115,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,4,72,114,0.005001068115234375
1115,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,4,5,10,0.0
1116,"[2, 3, 7, 4, 1, 0, 6, 8, 5, 10, 11, 12, 9, 13, 14, 15]",BFS,True,10,5257,8374,0.16421747207641602
1116,"[2, 3, 7, 4, 1, 0, 6, 8, 5, 10, 11, 12, 9, 13, 14, 15]",DFS,False,N/A,3302252,60,65.50286316871643
1116,"[2, 3, 7, 4, 1, 0, 6, 8, 5, 10, 11, 12, 9, 13, 14, 15]",UCS,True,10,5257,8374,14.780290603637695
1116,"[2, 3, 7, 4, 1, 0, 6, 8, 5, 10, 11, 12, 9, 13, 14, 15]",A* (Manhattan Distance),True,10,11,20,0.0
1117,"[1, 6, 2, 3, 5, 10, 7, 4, 9, 14, 11, 8, 13, 0, 15, 12]",BFS,True,8,566,926,0.01665782928466797
1117,"[1, 6, 2, 3, 5, 10, 7, 4, 9, 14, 11, 8, 13, 0, 15, 12]",DFS,True,30,3378551,58,68.44367241859436
1117,"[1, 6, 2, 3, 5, 10, 7, 4, 9, 14, 11, 8, 13, 0, 15, 12]",UCS,True,8,566,926,0.1232764720916748
1117,"[1, 6, 2, 3, 5, 10, 7, 4, 9, 14, 11, 8, 13, 0, 15, 12]",A* (Manhattan Distance),True,8,9,17,0.0
1118,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1118,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1118,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1118,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1119,"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 11, 12, 13, 10, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1119,"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 11, 12, 13, 10, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1119,"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 11, 12, 13, 10, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1119,"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 11, 12, 13, 10, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1120,"[1, 2, 0, 4, 5, 6, 3, 8, 9, 10, 7, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
1120,"[1, 2, 0, 4, 5, 6, 3, 8, 9, 10, 7, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
1120,"[1, 2, 0, 4, 5, 6, 3, 8, 9, 10, 7, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
1120,"[1, 2, 0, 4, 5, 6, 3, 8, 9, 10, 7, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1121,"[1, 2, 3, 4, 5, 6, 11, 7, 0, 9, 10, 8, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
1121,"[1, 2, 3, 4, 5, 6, 11, 7, 0, 9, 10, 8, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
1121,"[1, 2, 3, 4, 5, 6, 11, 7, 0, 9, 10, 8, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
1121,"[1, 2, 3, 4, 5, 6, 11, 7, 0, 9, 10, 8, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1122,"[1, 6, 2, 4, 5, 0, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,6,181,300,0.003088712692260742
1122,"[1, 6, 2, 4, 5, 0, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,28,121907,57,2.2181034088134766
1122,"[1, 6, 2, 4, 5, 0, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,6,181,300,0.01819753646850586
1122,"[1, 6, 2, 4, 5, 0, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,6,7,14,0.0
1123,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 8, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
1123,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 8, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
1123,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 8, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
1123,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 8, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1124,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,2,6,9,0.0
1124,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,30,854113,60,15.639572620391846
1124,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,2,6,9,0.0
1124,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,2,3,4,0.0
1125,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 15, 8, 13, 0, 14, 12]",BFS,True,6,225,367,0.006631374359130859
1125,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 15, 8, 13, 0, 14, 12]",DFS,True,26,462473,57,9.569889545440674
1125,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 15, 8, 13, 0, 14, 12]",UCS,True,6,225,367,0.030946969985961914
1125,"[1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 15, 8, 13, 0, 14, 12]",A* (Manhattan Distance),True,6,7,14,0.0
1126,"[5, 1, 2, 4, 6, 0, 3, 8, 9, 10, 7, 12, 13, 14, 11, 15]",BFS,True,8,1121,1826,0.028429269790649414
1126,"[5, 1, 2, 4, 6, 0, 3, 8, 9, 10, 7, 12, 13, 14, 11, 15]",DFS,True,30,652465,60,13.461601257324219
1126,"[5, 1, 2, 4, 6, 0, 3, 8, 9, 10, 7, 12, 13, 14, 11, 15]",UCS,True,8,1121,1826,0.5034565925598145
1126,"[5, 1, 2, 4, 6, 0, 3, 8, 9, 10, 7, 12, 13, 14, 11, 15]",A* (Manhattan Distance),True,8,9,18,0.0
1127,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1127,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1127,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1127,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1128,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
1128,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
1128,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
1128,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1129,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",BFS,False,0,1,1,0.0
1129,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",DFS,False,0,1,1,0.0
1129,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",UCS,False,0,1,1,0.0
1129,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",A* (Manhattan Distance),False,0,1,0,0.0
1130,"[2, 3, 7, 4, 1, 6, 10, 8, 5, 9, 0, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
1130,"[2, 3, 7, 4, 1, 6, 10, 8, 5, 9, 0, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
1130,"[2, 3, 7, 4, 1, 6, 10, 8, 5, 9, 0, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
1130,"[2, 3, 7, 4, 1, 6, 10, 8, 5, 9, 0, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1131,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,2,6,9,0.0
1131,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,30,854113,60,17.838863849639893
1131,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,2,6,9,0.0010020732879638672
1131,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,2,3,4,0.0
1132,"[5, 1, 3, 4, 9, 2, 7, 8, 13, 6, 10, 11, 14, 0, 15, 12]",BFS,True,10,3606,5776,0.1350419521331787
1132,"[5, 1, 3, 4, 9, 2, 7, 8, 13, 6, 10, 11, 14, 0, 15, 12]",DFS,True,28,3553342,58,71.26069355010986
1132,"[5, 1, 3, 4, 9, 2, 7, 8, 13, 6, 10, 11, 14, 0, 15, 12]",UCS,True,10,3606,5776,6.4587438106536865
1132,"[5, 1, 3, 4, 9, 2, 7, 8, 13, 6, 10, 11, 14, 0, 15, 12]",A* (Manhattan Distance),True,10,11,21,0.0009970664978027344
1133,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,2,6,9,0.0
1133,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,30,854113,60,16.739089727401733
1133,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,2,6,9,0.0
1133,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,2,3,4,0.0
1134,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1134,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1134,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1134,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1135,"[1, 2, 3, 4, 5, 10, 6, 8, 9, 7, 15, 11, 13, 14, 12, 0]",BFS,True,8,715,1179,0.019171476364135742
1135,"[1, 2, 3, 4, 5, 10, 6, 8, 9, 7, 15, 11, 13, 14, 12, 0]",DFS,False,N/A,1155547,56,23.68906331062317
1135,"[1, 2, 3, 4, 5, 10, 6, 8, 9, 7, 15, 11, 13, 14, 12, 0]",UCS,True,8,715,1179,0.19647502899169922
1135,"[1, 2, 3, 4, 5, 10, 6, 8, 9, 7, 15, 11, 13, 14, 12, 0]",A* (Manhattan Distance),True,8,9,20,0.0011031627655029297
1136,"[1, 2, 3, 4, 6, 9, 7, 8, 5, 11, 0, 12, 13, 10, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1136,"[1, 2, 3, 4, 6, 9, 7, 8, 5, 11, 0, 12, 13, 10, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1136,"[1, 2, 3, 4, 6, 9, 7, 8, 5, 11, 0, 12, 13, 10, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1136,"[1, 2, 3, 4, 6, 9, 7, 8, 5, 11, 0, 12, 13, 10, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1137,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 14, 10, 12, 9, 13, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
1137,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 14, 10, 12, 9, 13, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
1137,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 14, 10, 12, 9, 13, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
1137,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 14, 10, 12, 9, 13, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
1138,"[1, 3, 4, 8, 5, 2, 7, 0, 9, 6, 10, 12, 13, 14, 11, 15]",BFS,True,8,609,1000,0.015027999877929688
1138,"[1, 3, 4, 8, 5, 2, 7, 0, 9, 6, 10, 12, 13, 14, 11, 15]",DFS,True,26,2116899,60,42.87877416610718
1138,"[1, 3, 4, 8, 5, 2, 7, 0, 9, 6, 10, 12, 13, 14, 11, 15]",UCS,True,8,609,1000,0.13991904258728027
1138,"[1, 3, 4, 8, 5, 2, 7, 0, 9, 6, 10, 12, 13, 14, 11, 15]",A* (Manhattan Distance),True,8,9,18,0.0008900165557861328
1139,"[1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 7, 12, 13, 14, 11, 15]",BFS,True,4,44,78,0.0010004043579101562
1139,"[1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 7, 12, 13, 14, 11, 15]",DFS,False,N/A,2671244,60,86.84903764724731
1139,"[1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 7, 12, 13, 14, 11, 15]",UCS,True,4,44,78,0.006665706634521484
1139,"[1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 7, 12, 13, 14, 11, 15]",A* (Manhattan Distance),True,4,5,10,0.0010004043579101562
